ano_abertura,mes_abertura,municipio,natureza_juridica,regiao,opcao_mei,uf,porte,tipo_situacao,quantidade_empresas
"2025","Abril","Barra Velha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Agosto","Barra Velha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Fevereiro","Barra Velha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Março","Barra Velha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Agosto","Bela Vista do Toldo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Bela Vista do Toldo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Março","Bela Vista do Toldo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Julho","Belmonte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Março","Belmonte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Abril","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Fevereiro","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Janeiro","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Maio","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Março","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Outubro","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Setembro","Benedito Novo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Setembro","Benedito Novo - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Benedito Novo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Julho","Benedito Novo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","35"
"2025","Abril","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Agosto","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","35"
"2025","Agosto","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","69"
"2025","Fevereiro","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Janeiro","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","82"
"2025","Janeiro","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","9"
"2025","Julho","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","34"
"2025","Julho","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Junho","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","38"
"2025","Junho","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","42"
"2025","Maio","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Março","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","59"
"2025","Março","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Novembro","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Novembro","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Outubro","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","25"
"2025","Outubro","Biguaçu - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Setembro","Biguaçu - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","31"
"2025","Abril","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Fevereiro","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Janeiro","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Julho","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Junho","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Março","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Setembro","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Abril","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","152"
"2025","Abril","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","6"
"2025","Agosto","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","94"
"2025","Agosto","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Fevereiro","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","224"
"2025","Fevereiro","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","8"
"2025","Janeiro","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","247"
"2025","Janeiro","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","11"
"2025","Julho","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","114"
"2025","Julho","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","7"
"2025","Junho","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","112"
"2025","Junho","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Maio","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","135"
"2025","Maio","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","8"
"2025","Março","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","176"
"2025","Março","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Novembro","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","10"
"2025","Novembro","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Outubro","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","55"
"2025","Outubro","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Setembro","Blumenau - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","83"
"2025","Setembro","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","10"
"2025","Abril","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","10"
"2025","Agosto","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Fevereiro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","16"
"2025","Janeiro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","18"
"2025","Julho","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Junho","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","10"
"2025","Maio","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","6"
"2025","Março","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","11"
"2025","Outubro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Setembro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Fevereiro","Bocaina do Sul - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Bocaina do Sul - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Junho","Bocaina do Sul - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Bocaina do Sul - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Bocaina do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Bom Jardim da Serra - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Bom Jardim da Serra - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Março","Bom Jardim da Serra - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Abril","Bom Jesus - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Bom Jesus - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Bom Jesus - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Junho","Bom Jesus - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Maio","Bom Jesus - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Março","Bom Jesus - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Março","Bom Jesus - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Bom Jesus do Oeste - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Agosto","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Fevereiro","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","6"
"2025","Janeiro","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Julho","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Junho","Bom Retiro - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Setembro","Bom Retiro - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","7"
"2025","Agosto","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","9"
"2025","Fevereiro","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","9"
"2025","Janeiro","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","11"
"2025","Julho","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","8"
"2025","Junho","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","14"
"2025","Junho","Bombinhas - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","10"
"2025","Maio","Bombinhas - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Março","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","10"
"2025","Março","Bombinhas - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Novembro","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Novembro","Bombinhas - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Outubro","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Setembro","Bombinhas - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Fevereiro","Bombinhas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Bombinhas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Junho","Bombinhas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Maio","Bombinhas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Botuverá - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Agosto","Botuverá - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Botuverá - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Janeiro","Botuverá - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Julho","Botuverá - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","8"
"2025","Agosto","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","5"
"2025","Fevereiro","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","6"
"2025","Janeiro","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","12"
"2025","Janeiro","Braço do Norte - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Julho","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Junho","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","9"
"2025","Maio","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","11"
"2025","Março","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","8"
"2025","Novembro","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Outubro","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Setembro","Braço do Norte - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","5"
"2025","Abril","Braço do Norte - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Fevereiro","Braço do Norte - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Janeiro","Braço do Norte - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Junho","Braço do Norte - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Braço do Norte - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Março","Braço do Norte - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Abril","Braço do Trombudo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Abril","Braço do Trombudo - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Agosto","Braço do Trombudo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Braço do Trombudo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Junho","Braço do Trombudo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Março","Braço do Trombudo - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Setembro","Braço do Trombudo - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Braço do Trombudo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Julho","Brunópolis - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Brunópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","68"
"2025","Abril","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Agosto","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","36"
"2025","Fevereiro","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","71"
"2025","Fevereiro","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Janeiro","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","110"
"2025","Janeiro","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Julho","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","44"
"2025","Julho","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","6"
"2025","Junho","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","35"
"2025","Maio","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","71"
"2025","Maio","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Março","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","59"
"2025","Março","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Novembro","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","14"
"2025","Novembro","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Outubro","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","35"
"2025","Outubro","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","8"
"2025","Setembro","Brusque - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","25"
"2025","Setembro","Brusque - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Fevereiro","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Janeiro","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Julho","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Junho","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Maio","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Março","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Setembro","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","18"
"2025","Abril","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Agosto","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","8"
"2025","Agosto","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","33"
"2025","Janeiro","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","32"
"2025","Janeiro","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Julho","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","14"
"2025","Julho","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Junho","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","18"
"2025","Junho","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","16"
"2025","Março","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","9"
"2025","Março","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Novembro","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Novembro","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Outubro","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","13"
"2025","Setembro","Caçador - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","17"
"2025","Setembro","Caçador - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Agosto","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Janeiro","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Maio","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Setembro","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Caibi - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Fevereiro","Caibi - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Caibi - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Janeiro","Caibi - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Junho","Caibi - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Caibi - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Novembro","Caibi - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Setembro","Caibi - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Março","Caibi - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Calmon - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Calmon - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Julho","Calmon - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Calmon - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Calmon - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","59"
"2025","Abril","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Agosto","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","35"
"2025","Fevereiro","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","68"
"2025","Fevereiro","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Janeiro","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","121"
"2025","Janeiro","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Julho","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","57"
"2025","Junho","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","40"
"2025","Junho","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Maio","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","62"
"2025","Março","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","68"
"2025","Março","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Novembro","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","5"
"2025","Novembro","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Outubro","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","25"
"2025","Outubro","Camboriú - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Setembro","Camboriú - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","29"
"2025","Abril","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","5"
"2025","Fevereiro","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Julho","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Junho","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Maio","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","3"
"2025","Março","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","4"
"2025","Setembro","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Microempresa","Baixada","2"
"2025","Abril","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Agosto","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
"2025","Fevereiro","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Janeiro","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","6"
"2025","Julho","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","4"
"2025","Junho","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Maio","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","3"
"2025","Março","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Setembro","Campo Alegre - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Abril","Campo Belo do Sul - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Campo Belo do Sul - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","1"
"2025","Fevereiro","Campo Belo do Sul - SC","Empresário Individual","Sul","Não-MEI","SC","Microempresa","Baixada","1"
"2025","Janeiro","Campo Belo do Sul - SC","Empresário Individual","Sul","MEI","SC","Microempresa","Baixada","2"
