ano_abertura,mes_abertura,municipio,natureza_juridica,regiao,opcao_mei,uf,porte,tipo_situacao,quantidade_empresas
"2025","Outubro","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Março","Criciúma - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Agosto","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Maio","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Outubro","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Março","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Maio","Jaraguá do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Junho","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Maio","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","2"
"2025","Maio","Porto Belo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Setembro","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Outra","1"
"2025","Maio","Abelardo Luz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Águas de Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Julho","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Abril","Araquari - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Araquari - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Araranguá - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Agosto","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","4"
"2025","Janeiro","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Maio","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","4"
"2025","Setembro","Balneário Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Julho","Barra Velha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Janeiro","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Biguaçu - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Blumenau - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Junho","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Outubro","Blumenau - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Maio","Brusque - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Caçador - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Julho","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Outubro","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Setembro","Camboriú - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Capinzal - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Catanduvas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Fevereiro","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","4"
"2025","Julho","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","4"
"2025","Março","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Outubro","Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Fevereiro","Cocal do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Criciúma - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Criciúma - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Dionísio Cerqueira - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Dionísio Cerqueira - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Dionísio Cerqueira - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Faxinal dos Guedes - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Florianópolis - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Florianópolis - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Fevereiro","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","8"
"2025","Janeiro","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","8"
"2025","Julho","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","6"
"2025","Maio","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Março","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","6"
"2025","Outubro","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Setembro","Florianópolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","6"
"2025","Maio","Garuva - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Garuva - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Gaspar - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Julho","Gaspar - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Gaspar - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Guaramirim - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Guaramirim - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Guarujá do Sul - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Içara - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Imbituba - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Imbituba - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Itá - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Agosto","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Fevereiro","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","6"
"2025","Janeiro","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","5"
"2025","Setembro","Itajaí - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","5"
"2025","Abril","Itapema - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Itapema - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Março","Itapema - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Jaraguá do Sul - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Jaraguá do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Março","Jaraguá do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Setembro","Jaraguá do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Agosto","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Fevereiro","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Janeiro","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Julho","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Junho","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","5"
"2025","Março","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Setembro","Joinville - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","José Boiteux - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Lages - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Lages - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Lages - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Laguna - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Lontras - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Mafra - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Maravilha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Modelo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Morro da Fumaça - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Navegantes - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Navegantes - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Navegantes - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Nova Veneza - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Setembro","Palhoça - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Palhoça - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Janeiro","Palhoça - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","4"
"2025","Julho","Palhoça - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Palhoça - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Março","Palhoça - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Abril","Passo de Torres - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","Penha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Penha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Penha - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Praia Grande - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Presidente Getúlio - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Quilombo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Rio dos Cedros - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Rodeio - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Santa Cecília - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Maio","Santo Amaro da Imperatriz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","São Bento do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","São Bento do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","São Bento do Sul - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Agosto","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","4"
"2025","Janeiro","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","3"
"2025","Junho","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","2"
"2025","Outubro","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Setembro","São José - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","São José do Cedro - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","São Ludgero - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","São Miguel do Oeste - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Janeiro","São Miguel do Oeste - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Schroeder - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Sul Brasil - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Tijucas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Julho","Tijucas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Treze Tílias - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Tubarão - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Turvo - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Urussanga - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Xanxerê - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Abril","Xaxim - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Junho","Xaxim - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Março","Xaxim - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Baixada","1"
"2025","Fevereiro","Abelardo Luz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Julho","Abelardo Luz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Junho","Abelardo Luz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Março","Abelardo Luz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Outubro","Abelardo Luz - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Maio","Agrolândia - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Outubro","Agronômica - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Junho","Agronômica - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Abril","Água Doce - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Janeiro","Água Doce - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Julho","Água Doce - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Maio","Água Doce - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","3"
"2025","Novembro","Água Doce - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Novembro","Águas de Chapecó - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Julho","Águas Frias - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Novembro","Águas Frias - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Outubro","Águas Frias - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Abril","Águas Mornas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Maio","Águas Mornas - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Julho","Alfredo Wagner - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Novembro","Alfredo Wagner - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Outubro","Alfredo Wagner - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Setembro","Alfredo Wagner - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Abril","Anchieta - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Janeiro","Angelina - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Novembro","Angelina - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Outubro","Angelina - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Setembro","Angelina - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Fevereiro","Anita Garibaldi - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Maio","Anita Garibaldi - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Abril","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Agosto","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Julho","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Maio","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Março","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","3"
"2025","Novembro","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","3"
"2025","Outubro","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Setembro","Anitápolis - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","4"
"2025","Agosto","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Fevereiro","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Janeiro","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Julho","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Junho","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Maio","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Março","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Outubro","Antônio Carlos - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Fevereiro","Apiúna - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Novembro","Apiúna - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","2"
"2025","Setembro","Apiúna - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Fevereiro","Arabutã - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Março","Arabutã - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Maio","Araquari - SC","Empresário Individual","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","1"
"2025","Abril","Araquari - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","6"
"2025","Agosto","Araquari - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","6"
"2025","Fevereiro","Araquari - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","7"
"2025","Janeiro","Araquari - SC","Sociedade Limitada","Sul","Não-MEI","SC","Empresa de pequeno porte","Ativa","12"
